Pasal,Isi,Bab,Bagian
Pasal 1096,"Selain hibah-hibah yang menurut Pasal 1086 harus dimasukkan, juga harus dimasukkan apa saja yang telah diberikan untuk menyediakan kedudukan, pekerjaan atau perusahaan kepada ahli waris, atau untuk membayar utang-utangnya, dan apa saja yang diberikan kepadanya sebagai pesangon untuk perkawinan.",Pemisahan Harta Peninggalan,Pemasukan
Pasal 1097,Yang tidak perlu dimasukkan ialah: biaya-biaya pemeliharaan dan pendidikan  tunjangan untuk pemeliharaan yang sangat diperlukan;,Pemisahan Harta Peninggalan,Pemasukan
Pasal 1098,"Bunga dan hasil dan apa yang harus dimasukkan, baru terutang sejak hari terbukanya suatu warisan.",Pemisahan Harta Peninggalan,Pemasukan
Pasal 1099,"Apa yang hilang karena kebetulan saja tanpa kesalahan si penerima hibah, tidak perlu dimasukkan.",Pemisahan Harta Peninggalan,Pemasukan
Pasal 1100,"Para ahli waris yang telah bersedia menerima warisan, harus ikut memikul pembayaran utang,
            hibah wasiat dan beban-beban lain, seimbang dengan apa yang diterima masing-masing dari
            warisan itu",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1101,"Kewajiban membayar tersebut dipikul secara perseorangan, masing-masing menurut besarnya bagian warisannya, tanpa mengurangi hak-hak pihak kreditur terhadap seluruh harta peninggalan, selama warisan itu belum dibagi, dan tanpa mengurangi hak-hak para kreditur hipotek.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1102,"Bila barang-barang tetap yang termasuk harta peninggalan dibebani dengan hipotek-hipotek, tiap-tiap sesama ahli waris berhak menuntut agar beban-beban itu dilunasi dengan harta peninggalan itu, dan agar barang-barang itu menjadi bebas dan ikatan itu sebelum pemisahan dimulai.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1103,"Seorang ahli waris yang karena suatu hipotek, telah membayar lebih daripada bagian dalam utang bersama itu, dapat menuntut kembali dan para sesama ahli waris apa yang sedianya harus dibayar oleh mereka masing-masing.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1104,"Bila salah seorang dan sesama ahli waris jatuh dalam keadaan miskin, maka bagiannya dalam utang hipotek dibebankan kepada para ahli waris lainnya, menurut perbandingan besarnya bagian masing-masing.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1105,"Seorang penerima hibah wasiat tidak wajib membayar utang-utang dan beban-beban dan harta peninggalan, tanpa mengurangi hak kreditur hipotek untuk mengalami pelunasan utang hipotek itu dan barang tetap yang dihibahwasiatkan.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1106,"Bila penerima hibah wasiat telah melunasi utang yang telah membebani barang tetap yang dihibahwasiatkan, menurut hukum dia menggantikan kedudukan kreditur dalam hak-haknya terhadap para ahli waris.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1107,"Para kreditur kepada orang yang meninggal dan para penerima hibah wasiat boleh menuntut dan para kreditur kepada ahli waris, agar harta peninggalan dipisahkan dan harta ahli waris itu.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1108,"Bila para kreditur dan penerima hibah wasiat telah mengajukan tuntutan hukum mereka untuk pemisahan dalam waktu enam bulan setelah terbukanya warisan itu, maka mereka berhak",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1109,"Namun hak itu tidak dapat dilaksanakan, bila telah diadakan pembaruan utang dalam piutang terhadap orang yang meninggal, dan hal itu telah diterima oleh ahli waris sebagai debitur.",Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1110,Hak itu lewat waktu dengan lampaunya jangka waktu tiga tahun.,Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1111,Para kreditur terhadap ahli waris tidak berhak menuntut pemisahan harta peninggalan kepada para kreditur terhadap warisan.,Pemisahan Harta Peninggalan,Pembayaran Utang
Pasal 1112,"Pemisahan harta peninggalan dapat dibatalkan: dalam hal ada paksaan ; dalam hal ada penipuan yang dilakukan oleh seorang peserta atau lebih; dalam hal ada tindakan yang dirugikan lebih dan seperempat bagiannya. Bila terlewat suatu barang atau lebih yang termasuk harta peninggalan, maka hal itu hanya memberi hak untuk menuntut pemisahan lebih lanjut tentang barang itu.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1113,"Untuk menilai terjadi tidaknya hal yang merugikan, barang-barang yang bersangkutan harus ditaksir menurut harganya pada saat pemisahan hanta peninggalan itu.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1114,"Orang yang terhadapnya diajukan tuntutan pembatalan pemisahan karena terjadi hal yang merugikan, dapat mencegah dilakukannya pemisahan ulang, dengan membenikan kepada penuntut, dalam bentuk uang tunai, atau dalam bentuk barang, apa yang kurang pada bagian warisannya.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1115,"Seorang sesama ahli waris yang telah memindahtangankan sebagian atau seluruh bagian warisannya, tidak dapat minta pembatalan atas dasar adanya paksaan atau penipuan, bila pemindahtanganan itu terjadi setelah berhentinya paksaan itu atau setelah diketahuinya penipuan itu.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1116,"Tuntutan hukum untuk pembatalan itu lewat waktu dengan lampaunya waktu tiga tahun, terhitung dari hari pemisahan harta peninggalan.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1117,"Tuntutan hukum untuk pembatalan pemisahan meliputi setiap akta yang bertujuan untuk menghentikan keadaan tidak terbaginya harta peninggalan antara para sesama ahli waris, tidak peduli apakah akta itu dibuat dengan nama jual beli, tukar menukar, perdamaian, dan sebagainya.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1118,"Tuntutan hukum untuk pembatalan pernisahan harta peninggalan tidak diperkenankan terhadap penjualan hak waris, tanpa adanya penipuan terhadap seorang sesama ahli waris atau lebih untuk keuntungan atau kerugian mereka oleh seseorang.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1119,"Pemisahan ulang harta peninggalan yang dilakukan setelah pembatalan pemisahan harta peninggalan, tidak dapat mendatangkan kerugian terhadap hak-hak yang telah diperoleh pihak ketiga secara sah sebelumnya.",Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1120,Segala pelepasan hak untuk minta pembatalan suatu pemisahan tidaklah berlaku.,Pemisahan Harta Peninggalan,Pembatalan Pemisahan Harta Peninggalan Yang Telah Diselenggarakan
Pasal 1121,"Para keluarga sedarah dalam garis ke atas boleh melakukan pembagian dan pemisahan harta benda mereka, dengan surat wasiat atau dengan akta Notaris, di antara keturunan mereka atau di antara keturunan mereka ini dan suami atau isteri mereka yang hidup terlama.",Pemisahan Harta Peninggalan,Pembagian Harta Peninggalan Oleh Keluarga Sedarah Dalam Garis Ke Atas Antara Keturunan Mereka Atau Di Antara Mereka Ini Dan Suami Atau Isteri Mereka Yang Hidup Terlama
Pasal 1122,"Bila tidak semua barang yang ditinggalkan oleh keluarga dalam garis ke atas itu termasuk dalam pembagian itu, pada waktu dia meninggal, barang-barang yang tidak dibagi itu, harus dibagi menurut undang-undang.",Pemisahan Harta Peninggalan,Pembagian Harta Peninggalan Oleh Keluarga Sedarah Dalam Garis Ke Atas Antara Keturunan Mereka Atau Di Antara Mereka Ini Dan Suami Atau Isteri Mereka Yang Hidup Terlama
Pasal 1123,"Bila pembagian itu dilakukan bukan di antara semua anak-anak yang masih hidup pada waktu kematian itu dan para keturunan orang yang meninggal lebih dahulu, maka pembagian itu sama sekali batal, dan dapat dituntut pembagian baru dalam bentuk yang sah, baik oleh anak- anak atau keturunan yang tidak mendapat bagian, maupun oleh mereka yang telah mendapat bagian.",Pemisahan Harta Peninggalan,Pembagian Harta Peninggalan Oleh Keluarga Sedarah Dalam Garis Ke Atas Antara Keturunan Mereka Atau Di Antara Mereka Ini Dan Suami Atau Isteri Mereka Yang Hidup Terlama
Pasal 1124,"Pembagian yang telah dibuat sesuai dengan Pasal 1121, dapat dibantah berdasarkan timbulnya kerugian yang besamya melebihi seperempat bagian. Hal itu dapat juga dibantah, bila pembagian itu dan apa yang telah diberikan lebih dahulu dengan dibebaskan dan pemasukan, telah mengurangi legitieme portie untuk seorang keturunan atau lebih.",Pemisahan Harta Peninggalan,Pembagian Harta Peninggalan Oleh Keluarga Sedarah Dalam Garis Ke Atas Antara Keturunan Mereka Atau Di Antara Mereka Ini Dan Suami Atau Isteri Mereka Yang Hidup Terlama
Pasal 1125,"Para ahli waris yang karena salah satu alasan tersebut dalam pasal yang lalu membantah pembagian itu, harus membayar terlebih dahulu biaya yang diperlukan untuk penaksiran barang-barang itu, dan biaya itu tetap akan menjadi beban mereka, bila ternyata tuntutan mereka tidak beralasan.",Pemisahan Harta Peninggalan,Pembagian Harta Peninggalan Oleh Keluarga Sedarah Dalam Garis Ke Atas Antara Keturunan Mereka Atau Di Antara Mereka Ini Dan Suami Atau Isteri Mereka Yang Hidup Terlama
Pasal 1126,"Bila pada waktu terbukanya suatu warisan tidak ada orang yang muncul menuntut haknya atas warisan itu, atau bila ahli waris yang dikenal menolak warisan itu, maka harta peninggalan itu dianggap tidak terurus.",Harta Peninggalan Yang Tak Terurus,Tidak Terdapat Dalam Bagian
Pasal 1127,"Balai Harta Peninggalan, menurut hukum wajib mengurus setiap harta peninggalan tak terurus yang terbuka dalam daerahnya, tanpa memperhatikan apakah harta itu cukup atau tidak untuk melunasi utang pewarisnya. Balai itu, pada waktu mulai melaksanakan pengurusan, wajib memberitahukan hal itu kepada jawatan Kejaksaan pada Pengadilan Negeri. Dalam hal ada perselisihan tentang terurus tidaknya suatu harta peninggalan. Pengadilan itu atas permohonan orang yang berkepentingan atau atas saran jawatan Kejaksaan, setelah minta nasihat, Balai Harta Peninggalan akan mengambil keputusan tanpa persidangan.",Harta Peninggalan Yang Tak Terurus,Tidak Terdapat Dalam Bagian
Pasal 1128,"Balai Harta Peninggalan setelah mengadakan penyegelan yang dianggap perlu, wajib untuk mengadakan pemerincian harta peninggalan itu, dan mengurusnya serta membereskannya.",Harta Peninggalan Yang Tak Terurus,Tidak Terdapat Dalam Bagian
Pasal 1129,"Bila setelah lampaunya waktu tiga tahun terhitung dari saat terbukanya warisan itu, tidak ada ahli waris yang muncul, maka perhitungan penutupnya harus dibuat untuk negara, yang berwenang untuk menguasai barang-barang peninggalan itu untuk sementara.",Harta Peninggalan Yang Tak Terurus,Tidak Terdapat Dalam Bagian
Pasal 1130,"Ketentuan-ketentuan yang terdapat dalam Pasal-pasal 1036, 1037, 1038 dan 1041 berlaku terhadap pengurusan harta peninggalan yang tidak terurus.",Harta Peninggalan Yang Tak Terurus,Tidak Terdapat Dalam Bagian
Pasal 1131,"Segala barang-barang bergerak dan tak bergerak milik debitur, baik yang sudah ada maupun yang akan ada, menjadi jaminan untuk perikatan-perikatan perorangan debitur itu.",Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1132,Barang-barang itu menjadi jaminan bersama bagi semua kreditur terhadapnya hasil penjualan barang-barang itu dibagi menurut perbandingan piutang masing-masing kecuali bila di antara para kreditur itu ada alasan-alasan sah untuk didahulukan.,Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1133,"Hak untuk didahulukan di antara para kreditur bersumber pada hak istimewa, pada gadai dan pada hipotek. Tentang gadai dan hipotek dibicarakan dalam Bab 20 dan 21 buku ini.",Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1134,"Hak istimewa adalah suatu hak yang diberikan oleh undang-undang kepada seorang kreditur yang menyebabkan ia berkedudukan lebih tinggi daripada yang lainnya, semata-mata berdasarkan sifat piutang itu. Gadai dan hipotek lebih tinggi daripada hak istimewa, kecuali dalam hal undang-undang dengan tegas menentukan kebalikannya.",Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1135,"Antara pihak-pihak kreditur yang mempunyai hak didahulukan, tingkatannya diatur menurut sifat hak didahulukan mereka.",Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1136,"Para kreditur dengan hak didahulukan yang mempunyai tingkatan sama, dibayar secara berimbang.",Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1137,"Hak didahulukan milik negara, kantor lelang dan badan umum lain yang diadakan oleh penguasa, tata tertib pelaksanaannya, dan lama jangka waktunya, diatur dalam berbagai undang-undang khusus yang berhubungan dengan hal-hal itu. Hak didahulukan milik persekutuan atau badan kemasyarakatan yang berhak atau yang kemudian mendapat hak untuk memungut bea-bea, diatur dalam undang-undang yang telah ada mengenai hal itu atau yang akan diadakan.",Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1138,"Hak-hak istimewa itu dapat mengenai barang-barang tertentu, atau dapat juga mengenai semua barang-barang bergerak dan tak bergerak, pada umumnya. Yang pertama didahulukan daripada yang kedua.",Piutang Dengan Hak Mendahulukan,Piutang Dengan Hak Didahulukan Pada Umumnya
Pasal 1139,"Piutang-piutang yang didahulukan atas barang-barang tertentu, ialah: uang sewa barang tetap, biaya perbaikan yang menjadi kewajiban penyewa serta segala sesuatu yang berhubungan dengan pemenuhan perjanjian sewa penyewa itu",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1140,"Orang yang menyewakan dapat melaksanakan hak didahulukan atas buah-buah yang masih bergantung pada cabang-cabang di pohon, atau yang masih terikat erat oleh akar-akar pada tanah  dan juga atas buah-buah baik yang sesudah dipanen maupun yang belum dipanen dan masih berada di atas tanah, pula atas sesuatu yang ada di atas tanah, baik untuk menghias rumah atau kebun yang disewa, maupun untuk menggarap atau menggunakan tanah itu, seperti: ternak, perkakas-perkakas pembangunan dan sebagainya tak peduli apakah barang- barang yang disebutkan di atas milik penyewa atau bukan.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1141,"Namun demikian, harga pembelian bibit yang masih terutang dan biaya panenan yang sedang berjalan yang belum dibayar, harus dibayar dari hasil panenan itu dengan mendahulukannya dari piutang orang yang menyewakan, sedangkan harga pembelian perkakas yang belum dibayar harus dari hasil penjualan perkakas itu.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1142,"Pihak yang menyewakan dapat menyita barang-barang bergerak, yang atasnya ia mempunyai hak didahulukan menurut Pasal 1140, bila barang itu diangkut tanpa izinnya, dan ia tetap mempunyai hak didahulukan atasnya, sekalipun barang itu terikat pada pihak ketiga, karena digadaikan, atau karena soal lain, asalkan ia menuntutnya lewat pengadilan dalam waktu empat puluh hari setelah barang bergerak yang diperuntukkan bagi perkebunan diangkut, atau dalam waktu empat belas hari sejak saat diangkutnya barang perhiasan sebuah rumah.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1143,Hak didahulukan pihak yang menyewakan meliputi segala uang sewa yang sudah dapat ditagih selama tiga tahun terakhir dari tahun yang berjalan.,Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1144,"Penjual barang bergerak yang belum mendapat pelunasan dapat melaksanakan hak didahulukan atas uang pembelian barang itu, bila barang-barang itu masih berada di tangan debitur, tanpa memperhatikan apakah ia telah menjual barang-barang itu dengan tunai atau tanpa penentuan waktu.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1145,"Bila penjualan barang itu dilakukan dengan tunai, maka penjualan mempunyai wewenang untuk menuntut kembali barang-barangnya, selama barang-barang itu masih berada ditangan pembeli, dan menghalangi dijualnya barang itu lebih lanjut, asalkan penuntutan kembalinya barang itu dilakukan dalam waktu tiga puluh hari setelah penyerahannya.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1146,"Namun penjual itu tidak dapat melaksanakan haknya lebih dahulu daripada orang yang menyewakan rumah atau perkebunan itu, kecuali bila dapat dibuktikan bahwa yang menyewakan itu tahu, bahwa perabot-perabot rumah itu dan barang lainnya yang diperuntukkan bagi rumah atau kebun itu, tidak dibayar oleh si penyewa itu.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1146a,"Hak penjual hapus, bila barang-barang itu, setelah berada dalam penguasaan pembeli semula atau kekuasaanya, dibeli dengan itikad balk oleh pihak ketiga dan telah diserahkan kepadanya. Akan tetapi bila uang pembelian itu belum dibayar oleh pihak ketiga itu, penjual semula dapat menuntut uang itu sampai memenuhi jumlah tagihannya, asalkan tagihan itu dilakukan dalam waktu enam puluh hari setelah penyerahan semula.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1147,"Hak-hak didahulukan yang tercantum dalam Pasal 1139 nomor 4, 5, 6, 7, 8 dan 9 dilaksanakan sebagai benikut:",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1148,"Jika beberapa kreditur dengan hak didahulukan seperti yang tercantum dalam bagian ini muncul bersama, maka biaya-biaya yang telah dikeluarkan untuk penyelamatan barang itu mendapat hak didahulukan, bila biaya itu dikeluarkan setelah timbul utang-utang lain yang mempunyai hak didahulukan.",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Yang Dilekatkan Pada Barang Tertentu
Pasal 1149,"Piutang-piutang atas segala barang bergerak dan barang tak bergerak pada umumnya adalah yang disebut di bawah ini, dan ditagih menurut urutan berikut ini:",Piutang Dengan Hak Mendahulukan,Hak Didahulukan Atas Segala Barang Bergerak Dan Barang Tetap Pada Umumnya
Pasal 1150,"Gadai adalah suatu hak yang diperoleh kreditur atas suatu barang bergerak, yang diserahkan kepadanya oleh kreditur, atau oleh kuasanya, sebagai jaminan atas utangnya, dan yang memberi wewenang kepada kreditur untuk mengambil pelunasan piutangnya dan barang itu dengan mendahalui kreditur-kreditur lain  dengan pengecualian biaya penjualan sebagai pelaksanaan putusan atas tuntutan mengenai pemilikan atau penguasaan, dan biaya penyelamatan barang itu, yang dikeluarkan setelah barang itu sebagai gadai dan yang harus didahulukan.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1151,Perjanjian gadai harus dibuktikan dengan alat yang diperkenankan untuk membuktikan perjanjian pokoknya.,Gadai,Tidak Terdapat Dalam Bagian
Pasal 1152,"Hak gadai atas barang bergerak yang berwujud dan atas piutang bawa timbul dengan cara menyerahkan gadai itu kepada kekuasaan kreditur atau orang yang memberikan gadai atau yang dikembalikan atas kehendak kreditur. Hak gadai hapus bila gadai itu lepas dari kekuasaan pemegang gadai. Namun bila barang itu hilang, atau diambil dari kekuasaannya, maka ia berhak untuk menuntutnya kembali menurut Pasal 1977 alinea kedua, dan bila gadai itu telah kembali, maka hak gadai itu dianggap tidak pernah hilang.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1152,"Untuk melahirkan hak gadai atas surat tunjuk, selain penyerahan endosemennya, juga dipersyaratkan penyerahan suratnya.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1153,"Hak gadai atas barang bergerak yang tak berwujud, kecuali surat tunjuk dan surat bawa lahir dengan pemberitahuan mengenai penggadaian itu kepada orang yang kepadanya hak gadai itu harus dilaksanakan. Orang ini dapat menuntut bukti tertulis mengenai pemberitahuan itu, dan mengenai izin dan pemberian gadainya.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1154,"Dalam hal debitur atau pemberi gadai tidak memenuhi kewajiban-kewajiban, kreditur tidak diperkenankan mengalihkan barang yang digadaikan itu menjadi miliknya. Segala persyaratan perjanjian yang bertentangan dengan ketentuan ini adalah batal.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1155,"Bila oleh pihak-pihak yang berjanji tidak disepakati lain, maka jika debitur atau pemberi gadai tidak memenuhi kewajibannya, setelah lampaunya jangka waktu yang ditentukan, atau setelah dilakukan peringatan untuk pemenuhan perjanjian dalam hal tidak ada ketentuan tentang jangka waktu yang pasti, kreditur berhak untuk menjual barang gadainya dihadapan umum menurut kebiasaan-kebiasaan setempat dan dengan persyaratan yang lazim berlaku, dengan tujuan agar jumlah utang itu dengan bunga dan biaya dapat dilunasi dengan hasil penjualan itu. Bila gadai itu terdiri dan barang dagangan atau dan efek-efek yang dapat diperdagangkan dalam bursa, maka penjualannya dapat dilakukan di tempat itu juga, asalkan dengan perantaraan dua orang makelar yang ahli dalam bidang itu.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1156,"Dalam segala hal, bila debitur atau pemberi gadai Ialai untuk melakukan kewajibannya, maka debitur dapat menuntut lewat pengadilan agar barang gadai itu dijual untuk melunasi utangnya beserta bunga dan biayanya, menurut cara yang akan ditentukan oleh Hakim, atau agar hakim mengizinkan barang gadai itu tetap berada pada kreditur untuk menutup suatu jumlah yang akan ditentukan oleh hakim dalam suatu keputusan, sampai sebesar utang beserta bunga dan biayanya.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1157,"Kreditur bertanggung jawab atas kerugian atau susutnya barang gadai itu, sejauh hal itu terjadi akibat kelalaiannya. Di pihak lain debitur wajib mengganti kepada kreditur itu biaya yang berguna dan perlu dikeluarkan oleh kreditur itu untuk penyelamatan barang gadai itu.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1158,"Bila suatu piutang digadaikan, dan piutang ini menghasilkan bunga, maka kreditur boleh memperhitungkan bunga itu dengan bunga yang terutang kepadanya.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1159,"Selama pemegang gadai itu tidak menyalahgunakan barang yang diberikan kepadanya sebagai gadai, debitur tidak berwenang untuk menuntut kembali barang itu sebelum ÃÂ­a membayar penuh, baik jumlah utang pokok maupun bunga dan biaya utang yang dijamin dengan gadai itu, beserta biaya yang dikeluarkan untuk penyelamatan barang gadai itu.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1160,"Gadai itu tidak dapat dibagi-bagi, meskipun utang itu dapat dibagi antara para ahli waris debitur atau para ahli waris kreditur. Ahli waris debitur yang telah membayar bagiannya tidak dapat menuntut kembali bagiannya dalam barang gadai itu, sebelum utang itu dilunasi sepenuhnya. Di lain pihak, ahli waris kreditur yang telah menerima bagiannya dan piutang itu, tidak boleh mengembalikan barang gadai itu atas kerugian sesama ahli warisnya yang belum menerima pembayaran.",Gadai,Tidak Terdapat Dalam Bagian
Pasal 1162,Hipotek adalah suatu hak kebendaan atas barang tak bergerak yang dijadikan jaminan dalam pelunasan suatu perikatan.,Hipotek,Ketentuan-Ketentuan Umum
Pasal 1163,"Hak itu pada hakikatnya tidak dapat dibagi-bagi, dan diadakan atas semua barang tak bergerak yang terikat secara keseluruhan, atas masing-masing dari barang-barang itu, dan atas tiap bagian dari barang-barang itu. Barang-barang tersebut tetap memikul beban itu meskipun barang-barang tersebut berpindah tangan kepada siapa pun juga.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1164,"Yang dapat dibebani dengan hipotek hanyalah: barang-barang tak bergerak yang dapat diperdagangkan, beserta semua yang termasuk bagiannya, sejauh hal yang tersebut terakhir ini dianggap sebagai barang tak bergerak.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1165,"Setiap hipotek mencakup juga segala perbaikan yang dilakukan kemudian atas barang yang dibebani, dan juga mencakup semua yang menyatu dengan barang itu karena pertambahan atau pembangunan.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1166,"Bagian yang tidak terbagi dan barang tak bergerak milik bersama, dapat dibebani dengan hipotek. Setelah barang itu dibagi, hipotek tersebut hanya tetap membebani bagian yang diberikan kepada debitur yang telah memberikan hipoteknya, tanpa mengurangi ketentuan Pasal 1341.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1167,Barang bergerak tidak dapat dibebani hipotek.,Hipotek,Ketentuan-Ketentuan Umum
Pasal 1168,Hipotek tidak dapat diadakan selain oleh orang yang mempunyai wewenang untuk memindahtangankan barang yang dibebani itu.,Hipotek,Ketentuan-Ketentuan Umum
Pasal 1169,"Mereka yang atas barang tak bergerak hanya mempunyai hak yang ditangguhkan oleh suatu syarat, atau yang dalam hal tertentu dapat dihapuskan atau dibatalkan, tidak dapat memberikan hipotek selama yang tunduk pada syarat penangguhan, penghapusan atau pembatalan.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1170,"Semua barang milik anak yang masih berada di bawah umur, orang yang ada dalam pengampuan dan orang yang dalam keadaan tak hadir, yang penguasaan atasnya hanya",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1171,"Hipotek hanya dapat diberikan dengan akta otentik, kecuali dalam hal yang dengan tegas ditunjuk oleh undangundang. Juga pemberian kuasa untuk memberikan hipotek harus dibuat dengan akta otentik. Orang yang menurut undang-undang atau perjanjian wajib untuk memberikan hipotek, dapat dipaksa untuk itu dengan putusan Hakim, yang mempunyai kekuatan yang sama seperti bila ia telah memberi persetujuan terhadap hipotek itu, dan menunjukkan secara pasti barang-barang yang harus didaftar, Seorang wanita bersuami yang dalam perjanjian kawin kepadanya telah diperjanjikan hipotek, tanpa bantuan suaminya atau kuasa dan Hakim, dapat mengusahakan pendaftaran hipoteknya, dan melancarkan tuntutan hukum yang dipenlukan untuk itu.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1172,"Penjualan, penyerahan dan pemberian bagian dan utang hipotek, hanya dapat dilakukan dengan suatu akta otentik.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1173,"Atas dasar perjanjian yang dibuat di luar negeri, tidak dapat diadakan pendaftaran hipotek atas barang-barang yang terletak di Indonesia, kecuali bila dalam suatu traktat ditentukan sebaliknya.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1174,"Akta untuk mengadakan hipotek harus memuat suatu penjelasan khusus mengenai barang yang dibebani dan mengenai sifat serta letak barang itu  penjelasan itu sedapat-dapatnya didasarkan pada pengukuran-pengukuran yang dilakukan atas perintah pemerintah. Mengenai sepersepuluhan dari bunga tanah, bila tidak dapat ditunjukkan secara tegas persil mana yang dibebani dengan itu, maka cukuplah dengan akta diuraikan dan ditunjukkan secara tepat daerah yang memikul beban itu.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1175,"Hipotek hanya dapat diadakan atas barang yang sudah ada. Hipotek atas barang yang belum ada adalah batal. Namun bila kepada seorang isteri dalam perjanjian kawin telah diperjanjikan pemberian hipotek, atau pada umumnya bila seorang debitur telah mewajibkan diri untuk memberikan hipotek kepada kreditur,maka suami atau debitur itu dapat dipaksa untuk memenuhi kewajibannya dengan menunjukkan barang-barang yang telah diperolehnya setelah terjadinya perikatan itu.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1176,"Suatu hipotek hanya berlaku, bila jumlah uang yang diberikan untuk hipotek itu pasti dan ditentukan dalam akta. Bila utang itu bersyarat dan besarnya tidak tentu, maka pemberian hipotek itu boleh dilakukan sampai sebesar jumlah harga taksiran, yang oleh pihak-pihak yang bersangkutan harus dicantumkan dalam akta itu.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1177,Kreditur sekali-kali tidak dapat menuntut penambahan hipotek kecuali bila diperjanjikan atau ditentukan sebaliknya dalam undang-undang.,Hipotek,Ketentuan-Ketentuan Umum
