Pasal,Isi,Bab,Bagian
Pasal 1715,Penerima titipan hanya wajib mengembalikan barang titipan itu dalam keadaan sebagaimana adanya pada saat pengembalian. Kekurangan yang timbul pada barang itu di luar kesalahan penerima titipan. harus menjadi tanggungan pemberi titipan.,Penitipan Barang,Penitipan Murni
Pasal 1716,"Jika barang titipan dirampas dan kekuasaan penerima titipan tetapi kemudian ia menerima penggantian berupa uang harganya atau barang lain, maka ia wajib mengembalikan apa yang diterimanya itu.",Penitipan Barang,Penitipan Murni
Pasal 1717,"Bila seorang ahli waris penerima titipan menjual barang titipan itu dengan itikad baik, tanpa mengetahui bahwa barang yang dijualnya itu adalah barang titipan maka ia hanya wajib mengembalikan uang harga pembelian yang telah diterimanya atau jika ia belum menerima uang itu menyerahkan hak untuk menuntut pembeli barang.",Penitipan Barang,Penitipan Murni
Pasal 1718,"Jika barang titipan itu mendatangkan hasil dan hasil itu telah dipungut atau diterima oleh penerima titipan, maka wajiblah ia mengembalikan hasil itu. Ia tidak harus membayar bunga atas uang yang dititipkan kepadanya tetapi jika ia lalai mengembalikan uang itu maka terhitung dari hari penagihan ia wajib membayar bunga.",Penitipan Barang,Penitipan Murni
Pasal 1719,"Penerima titipan tidak boleh mengembalikan barang titipan itu selain kepada orang yang menitipkan sendiri barang itu atau kepada orang yang atas namanya menitipkan barang itu, atau kepada wakil yang ditunjuknya untuk menerima kembali barang termaksud.",Penitipan Barang,Penitipan Murni
Pasal 1720,"Ia tidak dapat menuntut orang yang menitipkan barang untuk membuktikan dirinya sebagai pemilik yang sesungguhnya. Bila ia mengetahui bahwa barang itu adalah barang curian, dan mengetahui pula siapa pemilik yang sebenarnya maka ia wajib memberitahukan kepada pemilik itu bahwa barang itu telah dititipkan kepadanya, serta mengingatkan agar ia memintanya kembali dalam waktu tertentu yang pantas. Bila orang itu lalai untuk meminta barang titipan itu maka penyimpan itu menurut undang-undang tidak dapat dituntut, jika ia menyerahkan barang itu kembali kepada orang yang menitipkan barang itu.",Penitipan Barang,Penitipan Murni
Pasal 1721,"Bila pemberi titipan meninggal dunia maka barang titipannya itu hanya dapat dikembalikan kepada ahli warisnya. Jika ada lebih dan seorang ahli waris maka barang itu harus dikembalikan kepada semua ahli waris, atau kepada masing-masing menurut ukuran bagian masing-masing. Jika barang titipan tidak dapat dibagi-bagi, maka para ahli waris harus bermufakat tentang siapa yang menerima kembali barang itu.",Penitipan Barang,Penitipan Murni
Pasal 1722,"Jika pemberi titipan berganti kedudukan hukum, misalnya bila seorang perempuan yang belum menikah kemudian menikah sehingga ia menjadi berada di bawah kekuasaan suaminya atau bila seorang dewasa ditempatkan di bawah pengampuan, barang titipan itu tidak boleh dikembalikan selain kepada orang yang ditugaskan mengurus hak-hak dan harta benda pemberi titipan itu kecuali kalau penyimpanan barang mempunyai alasan yang sah untuk membuktikan bahwa ia tidak mengetahui perubahan kedudukan hukum pemberi titipan itu.",Penitipan Barang,Penitipan Murni
Pasal 1723,"Jika penitipan barang dilakukan oleh seorang wali pengampu, suami atau pengurus, dan kemudian kekuasaan mereka berakhir maka barang itu hanya boleh dikembalikan kepada pemilik sah barang itu yaitu orang yang diwakili oleh wali, pengampu, suami atau pengurus itu.",Penitipan Barang,Penitipan Murni
Pasal 1724,"Pengembalian barang yang dititipkan harus dilakukan di tempat yang ditentukan dalam perjanjian. Jika tempat itu tidak ditentukan dalam perjanjian, maka pengembalian harus diakukan di tempat penitipan barang itu. Semua biaya yang perlu dikeluarkan untuk penyerahan kembali itu, harus ditanggung oleh pemberi titipan.",Penitipan Barang,Penitipan Murni
Pasal 1725,"Bila pemberi titipan menuntut barang titipan itu, maka baraÃÂ±g itu harus dikembalikan seketika itu biarpun dalam perjanjian ditetapkan waktu tertentu untuk pengembalian itu, kecuali kalau barang itu telah disita dari tangan penerima titipan.",Penitipan Barang,Penitipan Murni
Pasal 1726,"Bila penerima titipan mempunyai alasan yang sah untuk dibebaskan dari barang yang dititipkan kepadanya, maka ia dapat juga mengembalikan barang titipan itu sebelum tiba waktu pengembalian yang ditentukan dalam perjanjian jika pemberi titipan menolaknya maka penerima titipan boleh meminta izin kepada Pengadilan untuk menitipkan barang itu pada orang lain.",Penitipan Barang,Penitipan Murni
Pasal 1727,Semua kewajiban penerima titipan berhenti bila ia mengetahui dan dapat membuktikan bahwa ia sendirilah pemilik sah barang yang dititipkan kepadanya itu.,Penitipan Barang,Penitipan Murni
Pasal 1728,Pemberi titipan wajib mengganti semua biaya yang dikeluarkan penyimpan guna menyelamatkan barang titipan itu serta segala kerugian yang dideritanya karena penitipan itu.,Penitipan Barang,Penitipan Murni
Pasal 1729,Penerima titipan berhak menahan barang titipan selama belum diganti semua ongkos kerugian yang wajib dibayar kepadanya karena penitipan itu.,Penitipan Barang,Penitipan Murni
Pasal 1730,"Sekestrasi ialah penitipan barang yang berada dalam persengketaan kepada orang lain yang
            mengikatkan diri untuk mengembalikan barang itu dengan semua hasilnya kepada yang berhak
            atasnya setelah perselisihan diputus oleh Pengadilan. Penitipan demikian terjadi karena perjanjian
            atau karena perintah Hakim. ",Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1731,"Sekestrasi terjadi karena suatu perjanjian, bila barang yang dipersengketakan itu diserahkan kepada orang lain oleh seseorang atau lebih dengan sukarela.",Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1732,Tidak diharuskan bahwa sekestrasi berlaku dengan cuma-cuma.,Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1733,Sekestrasi tunduk pada semua aturan yang berlaku bagi penitipan murni kecuali mengenai hal- hal di bawah ini.,Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1734,Sekestrasi dapat mengenai barang-barang tak bergerak dan barang-barang bergerak.,Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1735,Penerima titipan yang ditugaskan melakukan sekestrasi tidak dapat dibebaskan dan kewajiban menyimpan barang titipan itu sebelum sengketa diselesaikan kecuali bila orang-orang yang berkepentingan telah memberi izin untuk itu atau bila ada alasan yang sah.,Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1736,Sekestrasi atas perintah Pengadilan terjadi bila Pengadilan memerintahkan supaya suatu barang dititipkan kepada orang lain selama sengketa tentang barang itu belum dapat diselesaikan.,Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1737,"Sekestrasi dan Pengadilan ditugaskan kepada seorang yang ditunjuk atau mufakat kedua belah pihak yang berperkara, atau kepada orang-orang lain yang diangkat oleh Pengadilan karena jabatan.",Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1738,Pengadilan dapat memerintahkan supaya dilakukan sekestrasi:,Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1739,"Pengangkatan seorang penyimpan oleh Pengadilan, menimbulkan kewajiban-kewajiban timbal balik antara penyita dan penyimpan. Penyimpan wajib memelihara barang yang disita itu sebagai seorang bapak rumah tangga yang baik. Ia wajib menyerahkan barang itu baik untuk dijual guna melunasi piutang penyita, maupun untuk dikembalikan kepada orang yang",Penitipan Barang,Sekestrasi Dan Pelbagai Jenisnya
Pasal 1740,"Pinjam pakai adalah suatu perjanjian dalam mana pihak yang satu menyerahkan suatu barang
            untuk dipakai dengan cuma-cuma kepada pihak lain, dengan syarat bahwa pihak yang menerima
            barang itu setelah memakainya atau setelah lewat waktu yang ditentukan, akan mengembalikan
            barang itu. 
            ",Pinjam Pakai,Ketentuan-Ketentuan Umum
Pasal 1741,Orang yang meminjamkan itu tetap menjadi pemilik mutlak barang yang dipinjamkan itu.,Pinjam Pakai,Ketentuan-Ketentuan Umum
Pasal 1742,"Segala sesuatu yang dipergunakan orang dan tidak dapat musnah karena pemakaiannya, dapat menjadi pokok perjanjian ini.",Pinjam Pakai,Ketentuan-Ketentuan Umum
Pasal 1743,"Semua perjanjian yang lahir dan perjanjian pinjami pakai, beralih kepada ahli waris orang yang meminjamkan dan ahli waris peminjam.",Pinjam Pakai,Ketentuan-Ketentuan Umum
Pasal 1744,"Barangsiapa menerima suatu barang yang dipinjam wajib memelihara barang itu sebagai seorang kepala keluarga yang baik, Ia tidak boleh menggunakan barang itu selain untuk maksud pemakaian yang sesuai dengan sifatnya, atau untuk kepentingan yang telah ditentukan dalam perjanjian. Bila menyimpang dan larangan ini, peminjam dapat dihukum mengganti biaya, kerugian dan bunga, kalau ada alasan untuk itu.Jika peminjam memakai barang itu untuk suatu tujuan lain atau lebih lama dan yang semestinya, maka wajiblah ia bertanggung jawab atas musnahnya barang itu sekalipun musnahnya barang itu disebabkan oleh suatu peristiwa yang tidak disengaja.",Pinjam Pakai,Kewajiban-Kewajiban Orang Yang Menerima Barang Pinjam Pakai
Pasal 1745,"Jika barang pinjaman itu musnah karena suatu peristiwa yang tidak disengaja, sedang hal itu dapat dihindarkan oleh peminjam dengan jalan memakai barang kepunyaan sendiri atau jika peminjam tidak mempedulikan barang pinjaman sewaktu terjadinya peristiwa termaksud, sedangkan barang kepunyaannya sendiri diselamatkannya, maka peminjam wajib bertanggung jawab atas musnahnya barang itu.",Pinjam Pakai,Kewajiban-Kewajiban Orang Yang Menerima Barang Pinjam Pakai
Pasal 1746,"Jika barang itu telah ditaksir harganya pada waktu dipinjamkan maka musnahnya barang itu meskipun ha! mi terjadi karena peristiwa yang tak disengaja adalah tanggungan peminjam, kecuali kalau telah dijanjikan sebaliknya.",Pinjam Pakai,Kewajiban-Kewajiban Orang Yang Menerima Barang Pinjam Pakai
Pasal 1747,"Jika barang itu menjadi berkurang harganya semata-mata karena pemakaian yang sesuai dengan maksud peminjaman barang itu, dan bukan karena kesalahan peminjam maka ia tidak bertanggung jawab atas berkurangnya harga itu.",Pinjam Pakai,Kewajiban-Kewajiban Orang Yang Menerima Barang Pinjam Pakai
Pasal 1748,"Jika pemakai telah mengeluarkan biaya untuk dapat memakai barang yang dipinjamnya itu, maka ia tidak dapat menuntut biaya tersebut diganti.",Pinjam Pakai,Kewajiban-Kewajiban Orang Yang Menerima Barang Pinjam Pakai
Pasal 1749,"Jika beberapa orang bersama-sama meminjam satu barang, maka mereka masing-masing wajib bertanggung jawab atas keseluruhannya kepada pemberi pinjaman.",Pinjam Pakai,Kewajiban-Kewajiban Orang Yang Menerima Barang Pinjam Pakai
Pasal 1750,"Pemberi pinjaman tidak dapat meminta kembali barang yang dipinjamkannya kecuali bila sudah
            lewat waktu yang ditentukan, atau dalam ha! tidak ada ketentuan tentang waktu peminjaman itu,
            bila barang yang dipinjamkan itu telah atau dianggap telah selesai digunakan untuk tujuan yang
            dimaksudkan. ",Pinjam Pakai,Kewajiban-Kewajiban Pemberi Pinjaman
Pasal 1751,"Akan tetapi bila dalam jangka waktu itu atau sebelum berakhirnya keperluan untuk memakai barang itu, pemberi pinjaman sangat membutuhkan barangnya dengan alasan yang mendesak dan tidak terduga, maka dengan memperhatikan keadaan, Pengadilan dapat memaksa penunjang untuk mengembalikan barang pinjaman itu kepada pemberi pinjaman.",Pinjam Pakai,Kewajiban-Kewajiban Pemberi Pinjaman
Pasal 1752,"Jika dalam jangka waktu pemakaian barang pinjaman itu pemakai terpaksa mengeluarkan biaya yang sangat perlu guna menyelamatkan barang pinjaman itu  dan begitu mendesak sehingga oleh pemakai tidak sempat diberitahukan terlebih dahulu kepada pemberi pinjaman, maka pemberi pinjaman ini wajib mengganti biaya itu.",Pinjam Pakai,Kewajiban-Kewajiban Pemberi Pinjaman
Pasal 1753,"Jika barang yang dipinjamkan itu mempunyai cacat-cacat sedemikian rupa sehingga pemakai orang itu bisa mendapat rugi, sedang pemberi pinjaman harus bertanggung jawab atas semua akibat pemakaian barang.",Pinjam Pakai,Kewajiban-Kewajiban Pemberi Pinjaman
Pasal 1754,"Pinjam pakai habis adalah suatu perjanjian, yang menentukan pihak pertama menyerahkan sejumlah barang yang dapat habis terpakai kepada pihak kedua dengan syarat bahwa pihak kedua itu akan mengembalikan barang sejenis kepada pihak pertama dalam jumlah dan keadaan yang sama.",Pinjam Pakai Habis,Ketentuan-Ketentuan Umum
Pasal 1755,"Berdasarkan perjanjian tersebut, orang yang menerima pinjaman menjadi pemilik mutlak barang pinjaman itu, dan bila barang ini musnah, dengan cara bagaimanapun maka kerugian itu menjadi tanggungan peminjam.",Pinjam Pakai Habis,Ketentuan-Ketentuan Umum
Pasal 1756,"Utang yang timbul karena peminjaman uang, hanya terdiri dan sejumlah uang yang digariskan dalam perjanjian. Jika sebelum utang dilunasi nilai mata uang naik atau turun, atau terjadi perubahan dalam peredaran uang yang lalu, maka pengembalian uang yang dipinjam itu harus dilakukan dengan uang yang laku pada waktu pelunasannya sebanyak uang yang telah dipinjam, dihitung menurut nilai resmi pada waktu pelunasan itu.",Pinjam Pakai Habis,Ketentuan-Ketentuan Umum
Pasal 1757,"Ketentuan pasal di atas tidak berlaku jika kedua belah pihak menyepakati dengan tegas bahwa uang pinjaman harus dikembalikan dengan uang logam dan jenis dalam jumlah yang sama seperti semula. Dalam hal demikian pihak yang menerima pinjaman harus mengembalikan uang logam dan jenis dan dalam jumlah yang sama,tidak lebih dan tidak kurang. Jika uang logam sejenis sudah tidak cukup lagi dalam peredaran, maka kekurangannya harus diganti dengan uang dan logam yang sama dan sedapat mungkin mendekati kadar logam uang pinjaman itu, sehingga semuanya mengandung Iogam ash yang beratnya sama dengan yang terdapat dalam uang logam pinjaman semula.",Pinjam Pakai Habis,Ketentuan-Ketentuan Umum
Pasal 1758,"Jika yang dipinjamkan itu berupa barang-barang emas atau perak, atau barang-barang lain, maka peminjam harus mengembalikan logam yang sama beratnya dan mutunya dengan yang ÃÂ­a",Pinjam Pakai Habis,Ketentuan-Ketentuan Umum
Pasal 1759,Pemberi pinjaman tidak dapat meminta kembali barang yang dipinjamkan sebelum lewat waktu yang telah ditentukan di dalam perjanjian.,Pinjam Pakai Habis,Kewajiban-Kewajiban Orang Yang Meminjamkan
Pasal 1760,"Jika jangka waktu peminjaman tidak ditentukan maka bila pemberi pinjaman menuntut pengembalian barang pinjaman itu, Pengadilan boleh memberikan sekadar kelonggaran kepada peminjam sesudah mempertimbangkan keadaan.",Pinjam Pakai Habis,Kewajiban-Kewajiban Orang Yang Meminjamkan
Pasal 1761,"Jika telah dijanjikan bahwa peminjam barang atau uang akan mengembalikannya bila ÃÂ­a mampu untuk itu, maka kalau pemberi pinjaman menuntut pengembalian barang pinjaman atau barang pinjaman itu, Pengadilan boleh menentukan waktu pengembalian sesudah mempertimbangkan keadaan.",Pinjam Pakai Habis,Kewajiban-Kewajiban Orang Yang Meminjamkan
Pasal 1762,Ketentuan Pasal 1753 berlaku juga dalam perjanjian pinjam pakai habis.,Pinjam Pakai Habis,Kewajiban-Kewajiban Orang Yang Meminjamkan
Pasal 1763,Barangsiapa meminjam suatu barang wajib mengembalikannya dalam jumlah dan keadaan yang sama dan pada waktu yang diperjanjikan. ,Pinjam Pakai Habis,Kewajiban-Kewajiban Penitipan
Pasal 1764,Jika ia tidak mungkin memenuhi kewajiban itu maka ia wajib membayar harga barang yang dipinjamnya dengan memperhatikan waktu dan tempat pengembalian barang itu menurut perjanjian. Jika waktu dan tempat tidak diperjanjikan maka pengembalian harus dilakukan menurut nilai barang pinjaman tersebut pada waktu dan tempat peminjaman.,Pinjam Pakai Habis,Kewajiban-Kewajiban Penitipan
Pasal 1765,"Untuk peminjaman uang atau barang yang habis dalam pemakaian, diperbolehkan membuat syarat bahwa atas pinjaman itu akan dibayar bunga.",Pinjam Pakai Habis,Peminjaman Dengan Bunga
Pasal 1766,"Barangsiapa sudah menerima suatu pinjaman dan telah membayar bunga yang tidak diperjanjikan dahulu, tidak dapat meminta kembali bunga itu dan juga tidak dapat mengurangkannya dan pinjaman pokok, kecuali jika bunga yang telah dibayar itu melampaui jumlah bunga yang ditetapkan dalam undang-undang  dalam hal ini uang kelebihan itu dapat diminta kembali atau dikurangkan dan pinjaman pokok. Pembayaran bunga yang tidak diperjanjikan tidak mewajibkan debitur untuk membayar bunga terus, tetapi bunga yang diperjanjikan wajib dibayar sampai pada saat pengembalian atau penitipan (konsinyasi) uang pinjaman pokok semuanya walaupun pengembalian atau penitipan uang pinjaman itu dilakukan tatkala sudah lewat waktu pelunasan menurut perjanjian.",Pinjam Pakai Habis,Peminjaman Dengan Bunga
Pasal 1767,"Ada bunga menurut penetapan undang-undang, ada pula yang ditetapkan dalam perjanjian. Bunga menurut undang-undang ialah bunga yang ditentukan oleh undang-undang. Bunga yang ditetapkan dalam perjanjian boleh melampaui bunga menurut undang-undang dalam segala hal yang tidak dilarang undang-undang. Besarnya bunga yang ditetapkan dalam perjanjian harus dinyatakan secara tertulis.",Pinjam Pakai Habis,Peminjaman Dengan Bunga
Pasal 1768,"Jika pemberi pinjaman memperjanjikan bunga tanpa menentukan besarnya, maka penerima pinjaman wajib membayar bunga menurut undang-undang.",Pinjam Pakai Habis,Peminjaman Dengan Bunga
Pasal 1769,"Bukti yang menyatakan pembayaran uang pinjaman pokok tanpa menyebutkan sesuatu tentang pembayaran bunga, memberi dugaan bahwa bunganya telah dilunasi dan peminjam dibebaskan dan kewajiban untuk membayarnya.",Pinjam Pakai Habis,Peminjaman Dengan Bunga
Pasal 1770,Perjanjian bunga abadi ialah suatu persetujuan bahwa pihak yang memberikan pinjaman uang akan menerima pembayaran bunga atas sejumlah uang pokok yang tidak akan dimintanya kembali.,Bunga Tetap Atau Bunga Abadi,Tidak Terdapat Dalam Bagian
Pasal 1771,Bunga ini pada hakikatnya dapat diangsur.,Bunga Tetap Atau Bunga Abadi,Tidak Terdapat Dalam Bagian
Pasal 1772,Seseorang yang berutang bunga abadi dapat dipaksa mengembalikan uang pokok:,Bunga Tetap Atau Bunga Abadi,Tidak Terdapat Dalam Bagian
Pasal 1773,"Dalam kedua ha! pertama yang disebut dalam pasal yang lalu, debitur dapat membebaskan diri dan kewajiban mengembalikan uang pokok, jika dalam waktu dua puluh hari terhitung mulai ia diperingatkan dengan perantaraan Hakim, ÃÂ­a membayar angsuran-angsuran yang sudah harus dibayarnya atau memberikan jaminan yang dijanjikan.",Bunga Tetap Atau Bunga Abadi,Tidak Terdapat Dalam Bagian
Pasal 1774,"Suatu persetujuan untung-untungan ialah suatu perbuatan yang hasilnya, yaitu mengenai untung ruginya, baik bagi semua pihak maupun bagi sementara pihak, tergantung pada suatu kejadian yang belum pasti.Demikian adalah:persetujuan pertanggungan bunga cagak hidup  perjudian dan pertaruhan.Persetujuan yang pertama diatur dalam Kitab Undang-undang Hukum Dagang.",Persetujuan Untung-Untungan,Ketentuan Umum
Pasal 1775,Bunga cagak hidup dapat diadakan dengan suatu persetujuan atas beban atau dengan suatu akta hibah.Bunga cagak hidup dapat diadakan dengan suatu wasiat.,Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1776,"Bunga cagak hidup dapat diadakan atas diri orang yang memberikan pinjaman atau atas diri orang yang diberi manfaat dan bunga tersebut atau pula atas diri seorang pihak ketiga, meskipun orang ini tidak mendapat manfaat daripadanya.",Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1777,Bunga cagak hidup dapat diadakan atas diri satu orang atau lebih.,Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1778,"Bunga cagak hidup dapat diadakan untuk seorang pihak ketiga, meskipun uangnya diberikan oleh orang lain.",Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1779,Bunga cagak hidup yang diadakan atas diri seseorang yang meninggal pada hari persetujuan tidak mempunyai kekuatan hukum.,Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1780,Bunga cagak hidup dapat diadakan dengan perjanjian sampai sedemikian tinggi menurut kehendak kedua belah pihak.,Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1781,"Orang yang atas dirinya diadakan bunga cagak hidup dengan beban, dapat menuntut pembatalan persetujuan itu jika debitur tidak memberikan jaminan yang telah dijanjikan.",Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1782,"Penunggakan pembayaran bunga cagak hidup tidak memberikan hak kepada penerima bunga untuk meminta kembali uang pokok atau barang yang boleh diberikannya untuk dapat menerima bunga itu  ia hanya berhak menuntut debitur membayar bunga yang wajib dibayarnya, menyita kekayaannya untuk melunasi utangnya dan meminta jaminan untuk bunga yang sudah dapat ditagih.",Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1784,"Debitur tidak dapat membebaskan diri dari pembayaran bunga cagak hidup dengan menawarkan pengembalian uang pokok dan dengan berjanji tidak akan menuntut pengembalian bunga yang telah dibayarnya Ia wajib terus-menerus membayar cagak hidup selama hidup orang atau orang-orang yang atas diri mereka telah dijanjikan bunga cagak hidup itu, betapapun beratnya pembayaran bunga itu bagi dirinya.",Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1785,Pemilik bunga cagak hidup hanya berhak atas bunga itu menurut jumlah hari seumur hidup orang yang atas dirinya telah diadakan bunga cagak hidup itu.,Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1786,"Mengadakan penjanjian bahwa suatu bunga cagak hidup takkan tunduk pada suatu penyitaan, tidak diperbolehkan kecuali bila bunga cagak hidup itu diadakan dengan cuma-cuma.",Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1787,Penerima bunga tidak dapat menagih bunga yang sudah harus dibayar selain dengan menyatakan bahwa orang yang atas dirinya telah diperjanjikan bunga cagak hidup itu masih hidup.,Persetujuan Untung-Untungan,Persetujuan Bunga Cagak Hidup Dan Akibat-Akibatnya
Pasal 1788,Undang-undang tidak memberikan hak untuk menuntut secara hukum dalam hal suatu utang yang terjadi karena perjudian atau pertaruhan.,Persetujuan Untung-Untungan,Perjudian Dan Pertaruhan
Pasal 1789,"Akan tetapi dalam ketentuan tersebut di atas itu tidak termasuk permainan-permainan yang dapat dipergunakan untuk olah raga, seperti, anggar, lari cepat, dan sebagainya.",Persetujuan Untung-Untungan,Perjudian Dan Pertaruhan
Pasal 1790,Ketentuan-ketentuan dalam dua pasal yang lalu tidak boleh digunakan untuk menghindari utang dengan cara pembaruan utang.,Persetujuan Untung-Untungan,Perjudian Dan Pertaruhan
Pasal 1791,"Seorang yang secara sukarela membayar kekalahannya dengan uang, sekali-kali tak boleh menuntut kembali uangnya kecuali bila pihak yang menang itu telah melakukan kecurangan atau penipuan.",Persetujuan Untung-Untungan,Perjudian Dan Pertaruhan
Pasal 1792,Pasal 1792 Pemberian kuasa ialah suatu persetujuan yang berisikan pemberian kekuasaan kepada orang lain yang menerimanya untuk melaksanakan sesuatu atas nama orang yang memberikan kuasa. ,Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1793,"Kuasa dapat diberikan dan diterima dengan suatu akta umum, dengan suatu surat di bawah tangan bahkan dengan sepucuk surat ataupun dengan lisan. Penerimaan suatu kuasa dapat pula terjadi secara diam-diam dan disimpulkan dari pelaksanaan kuasa itu oleh yang diberi kuasa.",Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1794,"Pemberian kuasa terjadi dengan cuma-cuma, kecuali jika diperjanjikan sebaliknya. Jika dalam hal yang terakhir upahnya tidak ditentukan dengan tegas, maka penerima kuasa tidak boleh meminta upah yang lebih daripada yang ditentukan dalam Pasal 411 untuk wali.",Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1795,"Pemberian kuasa dapat dilakukan secara khusus, yaitu hanya mengenai satu kepentingan tertentu atau lebih, atau secara umum, yaitu meliputi segala kepentingan pemberi kuasa.",Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1796,"Pemberian kuasa yang dirumuskan secara umum hanya meliputi tindakan-tindakan yang menyangkut pengurusan. Untuk memindahtangankan barang atau meletakkan hipotek di atasnya, untuk membuat suatu perdamaian, ataupun melakukan tindakan lain yang hanya dapat dilakukan oleh seorang pemilik, diperlukan suatu pemberian kuasa dengan kata-kata yang tegas.",Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1797,"Penerima kuasa tidak boleh melakukan apa pun yang melampaui kuasanya, kekuasaan yang diberikan untuk menyelesaikan suatu perkara secara damai, tidak mengandung hak untuk menggantungkan penyelesaian perkara pada keputusan wasit.",Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1798,"Orang-orang perempuan dan anak yang belum dewasa dapat ditunjuk kuasa tetapi pemberi kuasa tidaklah berwenang untuk mengajukan suatu tuntutan hukum terhadap anak yang belum dewasa, selain menurut ketentuan-ketentuan umum mengenai perikatan-perikatan yang dibuat oleh anak yang belum dewasa, dan terhadap orang-orang perempuan bersuami yang menerima kuasa tanpa bantuan suami pun ia tak berwenang untuk mengadakan tuntutan hukum selain menurut ketentuan-ketentuan Bab V dan VII Buku Kesatu dari Kitab Undang-undang Hukum Perdata ini.",Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1799,Pemberi kuasa dapat menggugat secara langsung orang yang dengannya penerima kuasa telah melakukan perbuatan hukum dalam kedudukannya dan pula dapat mengajukan tuntutan kepadanya untuk memenuhi persetujuan yang telah dibuat.,Pemberian Kuasa,Sifat Pemberian Kuasa
Pasal 1800,"Penerima kuasa, selama kuasanya belum dicabut, wajib melaksanakan kuasanya dan bertanggung jawab atas segala biaya, kerugian dan bunga yang timbul karena tidak dilaksanakannya kuasa itu.Begitu pula ia wajib menyelesaikan urusan yang telah mulai dikerjakannya pada waktu pemberi kuasa meninggal dan dapat menimbulkan kerugian jika tidak segera diselesaikannya.",Pemberian Kuasa,Kewajiban Penerima Kuasa
Pasal 1801,"Penerima kuasa tidak hanya bertanggung jawab atas perbuatan-perbuatan yang dilakukan dengan sengaja melainkan juga atas kelalaian-kelalaian yang dilakukan dalam menjalankan kuasanya. Akan tetapi tanggung jawab atas kelalaian-kelalaian orang yang dengan cuma-cuma menerima kuasa, tidaklah seberat tanggung jawab yang diminta dari orang yang menerima kuasa dengan mendapatkan upah.",Pemberian Kuasa,Kewajiban Penerima Kuasa
Pasal 1802,"Penerima kuasa wajib memberi laporan kepada kuasa tentang apa yang telah dilakukan serta memberikan perhitungan tentang segala sesuatu yang diterimanya berdasarkan kuasanya, sekalipun apa yang diterima itu tidak harus dibayar kepada pemberi kuasa.",Pemberian Kuasa,Kewajiban Penerima Kuasa
Pasal 1803,Penerima kuasa bertanggung jawab atas orang lain yang ditunjuknya sebagai penggantinya dalam melaksanakan kuasanya:  bila tidak diberikan kuasa untuk menunjuk orang lain sebagai penggantinya.,Pemberian Kuasa,Kewajiban Penerima Kuasa
Pasal 1804,"Bila dalam satu akta diangkat beberapa penerima kuasa untuk suatu urusan, maka terhadap mereka tidak terjadi suatu perikatan tanggung-menanggung kecuali jika hal itu ditentukan dengan tegas dalam akta.",Pemberian Kuasa,Kewajiban Penerima Kuasa
Pasal 1805,"Penerima kuasa harus membayar bunga atau uang pokok yang dipakainya untuk keperluannya sendiri terhitung dari saat ia mulai memakai uang itu, begitu pula bunga atas uang yang harus diserahkannya pada penutupan perhitungan terhitung dari saat ia dinyatakan lalai melakukan kuasa.",Pemberian Kuasa,Kewajiban Penerima Kuasa
