Pasal,Isi,Bab,Bagian
Pasal 388,"Pada permulaan setiap perwalian, kecuali yang dilakukan oleh bapak atau ibu, Balai Harta Peninggalan, setelah mendengar wali pengawas, dan setelah memanggil keluarga sedarah atau semenda anak belum dewasa, menurut perkiraan dan dalam keseimbangan dengan harta kekayaan yang harus diurus, harus menentukan jumlah uang yang diperlukan untuk biaya hidup anak belum dewasa itu beserta biaya yang diperlukan guna mengurus harta kekayaan  semuanya itu tidak mengurangi kemungkinan campur tangan Pengadilan Negeri, bila Balai Harta Peninggalan tidak menyetujui pendapat sebagian besar keluarga anak belum dewasa yang hadir.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 389,"Wali wajib mengusahakan supaya dijual segala meja, kursi atau perkakas rumah tangga yang pada permulaan atau selama perwalian jatuh ke dalam kekayaan anak belum dewasa, demikian juga barang-barang yang menurut alamnya dapat disimpan, asal saja dengan persetujuan Balai Harta Peninggalan dan setelah mendengar atau memanggil dengan sah wali pengawas, bila yang menjadi wali pengawas bukan Balai Harta Peninggalan sendiri, serta keluarga sedarah atau semenda.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 390,"Bapak atau ibu, sejauh menurut undang-undang mempunyai hak menikmati hasil atas kekayaan anak belum dewasa, bebas dari kewajiban menjual perabot rumah tangga atau barang-barang bergerak Iainnya, bila mereka lebih suka menyimpannya dengan maksud mengembalikannya dalam keadaan aslinya kelak kepada anak belum dewasa.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 391,"Wali diwajibkan membungakan sisa penghasilan setelah pendapatan dikurangi dengan pengeluaran, bila saldo untung melebihi seperempat daripada pendapatan biasa anak belum dewasa.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 392,"Bila dalam harta kekayaan anak belum dewasa terdapat sertifikat-sertifikat utang nasional, wali wajib memindahkannya ke dalam buku besar atas nama anak belum dewasa.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 393,"Wali tidak boleh meminjam uang untuk kepentingan anak belum dewasa, juga tidak boleh mengasingkan atau menggadaikan barang-barang tak bergerak, pula tidak boleh menjual atau memindahtangankan surat-surat utang negara, piutang-piutang dan andil-andil, tanpa memperoleh kuasa untuk itu dari Pengadilan Negeri Pengadilan Negeri tidak akan memberikan kuasa ini, kecuali atas dasar keperluan yang mutlak atau bila jelas bermanfaat dan setelah mendengar atau memanggil dengan sah keluarga semenda atau sedarah anak belum dewasa dan wali pengawas.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 394,"Bila wali hendak menjual barang-barang tak bergerak, maka surat permohonan yang diajukan oleh wali harus dilampiri sebuah daftar segala harta kekayaan anak belum dewasa dan dalam daftar itu harus disebutkan barang-barang yang hendak dijual. Pengadilan Negeri berwenang untuk mengizinkan penjualan barang-barang itu, baik barang-barang yang ditunjuk maupun barang-barang lain, yang menurut pertimbangan Pengadilan Negeri penjualan barang-barang itu tidak menimbulkan begitu banyak kerugian bagi anak belum dewasa.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 395,"Penjualan harus dilakukan di muka umum, di hadapan wali pengawas, oleh pegawai yang berhak dan menurut kebiasaan setempat.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 396,"Pengadilan Negeri boleh mengizinkan penjualan di bawah tangan suatu barang tak bergerak dalam hal-hal yang luar biasa dan bila kepentingan anak belum dewasa menghendakinya. Izin itu tidak akan diberikan, kecuali atas permintaan wali yang harus disertai alasan-alasannya dan dengan persetujuan bersama dari wali pengawas dan keluarga sedarah atau semenda. Bila keluarga sedarah atau semenda tidak semua datang menghadap atas panggilan, maka cukup persetujuan bersama dari mereka yang datang. Barang tidak bergerak itu tidak boleh dijual dengan harga yang lebih rendah dari harga yang sebelum pemberian izin telah ditaksir oleh tiga orang ahli yang diangkat oleh Pengadilan Negeri.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 397,"Segala bentuk acara yang ditentukan dalam Pasal 393 tidak berlaku, bila dalam suatu putusan pengadilan, atas permintaan salah seorang di antara beberapa orang pemilik barang yang belum dibagi, diperintahkan menjualnya, kecuali bahwa penjualan itu selalu harus dilakukan di muka umum.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 398,"Bila Hakim sehubungan dengan Pasal 393, mengizinkan penjualan surat-surat berharga milik anak belum dewasa, maka boleh ditetapkan bahwa penjualan itu hendaknya dilakukan di bawah tangan, asalkan surat-surat tersebut adalah sedemikian rupa, sehingga harga atau pemberitahuan sejenis itu, sebagaimana lazimnya dikeluarkan di Indonesia.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 399,"Wali tidak boleh menjual barang: tak bergerak anak belum dewasa selain dengan lelang umum. Dalam hal itu pembelian tidak akan mempunyai kekuatan, sebelum disahkan oleh Pengadilan Negeri menurut syarat-syaratnya dan ketentuan dalam alinea-alinea kedua, ketiga dan keempat pasal 396.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 400,"Wali tidak boleh menyewa atau mengambil sebagai hak usaha untuk diri sendiri barang-barang anak belum dewasa, kecuali Pengadilan Negeri telah mengizinkan syarat-syaratnya setelah mendengar atau memanggil dengan sah keluarga sedarah atau semenda anak belum dewasa dan wali pengawas  dalam hal demikian, wali-pengawaslah yang berhak mengadakan perjanjian dengan wali. Tanpa izin yang sama, wali tidak boleh menerima penyerahan hak atau piutang terhadap mereka yang ada di bawah perwaliannya.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 401,"Wali tidak boleh menerima warisan yang diperuntukkan bagi anak belum dewasa, selain dengan hak istimewa akan pendaftaran harta peninggalan. Wali tidak boleh menolak warisan tanpa izin untuk itu yang diperoleh dengan cara yang ditentukan dalam Pasal 393.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 402,Izin yang sama diperlukan juga untuk menerima sebuah hibah yang diperuntukkan bagi anak belum dewasa akibat hibah yang demikian adalah sama seperti akibat hibah yang diberikan kepada seorang yang telah dewasa.,Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 403,"Sebelum mengajukan gugatan di muka Hakim untuk anak belum dewasa, atau sebelum membelanya terhadap suatu gugatan, atas tanggung jawab sendiri wali boleh meminta kepada Balai Harta Peninggalan supaya dikuasakan untuk itu  balai itu, atas permintaan tersebut, harus menanyakan terlebih dahulu pendapat para keluarga sedarah atau semenda anak belum dewasa, demikian pula pendapat wali pengawas, sekiranya perwalian pengawas tidak dilakukan oleh Balai Harta Peninggalan sendiri.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 404,"Dalam suatu perkara yang diajukan terhadap anak belum dewasa, wali tidak leluasa menyatakan menerima putusan tanpa kuasa untuk itu dari Balai Harta Peninggalan dengan cara yang disebutkan dalam permulaan pasal yang lalu.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 405,"Wali diharuskan mendapat izin yang sama, bila ia hendak meminta pemisahan atau pembagian tetapi tanpa izin ia boleh menjawab tuntutan akan pemisahan atau pembagian yang diajukan terhadap anak belum dewasa.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 406,"Ketentuan-ketentuan yang harus diperhatikan dalam hal pemisahan dan pembagian harta yang menyangkut kepentingan anak belum dewasa, ditetapkan dalam Bab XVII Buku Kedua yang berjudul Pemisahan Harta Peninggalan.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 406a,"Bila anak-anak belum dewasa yang berada di bawah beberapa orang wali mempunyai harta kekayaan yang sama, Pengadilan Negeri boleh menunjuk salah seorang dari mereka atau orang lain untuk menyelenggarakan pengurusan harta kekayaan itu sampai pemisahan dan pembagian selesai, atas jaminan yang ditentukan Pengadilan Negeri.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 407,"Tanpa izin yang dibicarakan dalam Pasal 393, wali tidak boleh mengadakan perdamaian atas nama anak belum dewasa, pula tidak diperbolehkan menyerahkan penyelesaian suatu perkara kepada wasit.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 408,"Jika bapak atau ibu dan isterinya atau suaminya yang telah lebih dulu meninggal dunia, dulunya kawin dengan harta bersama secara penuh atau terbatas, maka Pengadilan Negeri, setelah mendengar atau memanggil dengan sah para keluarga sedarah atau semenda beserta wali- pengawas, boleh memberi kuasa kepadanya agar selama waktu yang ditentukan, bahkan sampai anak yang belum dewasa menjadi dewasa, terus menguasai harta kekayaan itu, pendapatan perusahaan, perdagangan, pabrik atau yang sejenis itu. Izin ini tidak dapat diberikan, kecuali jika setelah Pengadilan Negeri melihat daftar kekayaan, ternyata bahwa kepentingan anak belum dewasa adalah sangat besar dan ada jaminan yang diberikan oleh wali atau wali-pengawas.",Kebelumdewasaan Dan Perwalian,Tugas Pengurusan Wali
Pasal 409,"Setiap wali, wajib mengadakan perhitungan penutup dan pertanggungjawaban.",Kebelumdewasaan Dan Perwalian,Perhitungan Pertanggungjawaban Perwalian
Pasal 410,"Perhitungan dan pertanggungjawaban itu harus dilakukan atas biaya dan kepada anak belum dewasa bila ia telah menjadi dewasa, atau kepada ahli warisnya bila ia telah meninggal, atau kepada pengganti pengurus. Wali harus membayar lebih dulu biaya-biaya untuk itu. Dalam perhitungan itu, untuk semua pengeluaran yang perlu, yang pantas dan yang cukup beralasan, wali harus mendapat penggantian.",Kebelumdewasaan Dan Perwalian,Perhitungan Pertanggungjawaban Perwalian
Pasal 411,"Semua wali, kecuali bapak, ibu dan wali-peserta, boleh memperhitungkan upah sebesar tiga persen dari segala pendapatan, dua persen dari segala pengeluaran, dan satu setengah persen dari modal yang mereka terima, kecuali jika mereka lebih suka menerima upah yang ditentukan dengan surat wasiat atau dengan akta otentik tersebut dalam Pasal 355  dalam hal yang demikian mereka tidak boleh memperhitungkan upah yang lebih besar.",Kebelumdewasaan Dan Perwalian,Perhitungan Pertanggungjawaban Perwalian
Pasal 412,"Setiap persetujuan mengenai perwalian dan perhitungan perwalian, yang telah diadakan antara wali dan anak belum dewasa yang sementara itu menjadi dewasa, adalah batal dan tidak berharga, bila persetujuan itu tidak didahului perhitungan yang baik dan pertanggungjawaban dengan alat-alat bukti yang diperlukan semuanya itu harus dinyatakan dengan pengakuan tertulis dari pihak yang kepadanya harus dilakukan perhitungan itu, yang diberikan sekurang- kurangnya sepuluh hari sebelum persetujuan.",Kebelumdewasaan Dan Perwalian,Perhitungan Pertanggungjawaban Perwalian
Pasal 413,"Perhitungan penutup yang harus diadakan oleh wali, tanpa ditagih pun harus memberikan bunga sejak hari perhitungan ditutup. Segala bunga dari apa yang masih menjadi utang anak belum dewasa terhadap walinya tidak akan berjalan, kecuali sejak hari teguran pelaksanaan pembayaran, setelah perhitungan dan pertanggungjawaban ditutup.",Kebelumdewasaan Dan Perwalian,Perhitungan Pertanggungjawaban Perwalian
Pasal 414,"Segala tuntutan anak belum dewasa terhadap walinya berkenaan dengan tindakan-tindakan perwalian, gugur karena lewat waktu setelah lewat sepuluh tahun, terhitung sejak anak menjadi dewasa.",Kebelumdewasaan Dan Perwalian,Perhitungan Pertanggungjawaban Perwalian
Pasal 415,"Dalam daerah hukum setiap Pengadilan Negeri ada Balai Harta Peninggalan, yang daerah dan tempat kedudukannya sama dengan daerah dan tempat kedudukan Pengadilan Negeri.Pemerintah boleh menentukan, bahwa segala kekuasaan yang diberikan kepada suatu Balai Harta Peninggalan beserta usaha-usahanya, dipangku dan dijalankan oleh atau atas nama salah satu Balai Harta Peninggalan yang lain. Dalam hal demikian, Balai Harta Peninggalan tersebut terakhir harus diwakili oleh seorang anggota perwakilan yang berkantor di tempat Balai Harta Peninggalan tersebut pertama. Kecuali dalam hal yang ditunjukkan dalam instruksi untuk semua Balai Harta Peninggalan, anggota perwakilan itu selamanya berkuasa untuk bertindak atas nama Balai Harta Peninggalan.",Kebelumdewasaan Dan Perwalian,Balai Harta Peninggalan Dan Dewan Perwalian
Pasal 416,Instruksi untuk semua Balai Harta Peninggalan ditentukan oleh pemerintah. setelah mendengar Mahkamah Agung. Instruksi ini mengatur susunan dan peraturan dalam tiap-tiap Balai Harta Peninggalan sesuai dengan ketentuan-ketentuan dalam perundang-undangan baru.,Kebelumdewasaan Dan Perwalian,Balai Harta Peninggalan Dan Dewan Perwalian
Pasal 416a,"Dalam daerah hukum setiap Pengadilan Negeri, ada sebuah dewan perwalian, yang ditugaskan melakukan segala usaha pemeliharaan, kecuali campur tangan yang dengan tegas disebutkan dalam kitab undang-undang ini dan peraturan-peraturan pemerintah lainnya, bagi anak belum dewasa yang dipercayakan kepadanya dengan putusan Hakim menurut Pasal 214, Pasal 319f alinea kelima, atau Pasal 382 alinea ketiga seperti juga bagi anak-anak diserahkan kepadanya oleh Kejaksaan menurut Pasal 319i atau Pasal 382a.",Kebelumdewasaan Dan Perwalian,Balai Harta Peninggalan Dan Dewan Perwalian
Pasal 416b,"Tanpa mengurangi ketentuan alinea berikut, dewan perwalian terdiri dari Balai Harta Peninggalan setempat, dengan jumlah anggota yang ditentukan oleh pemerintah.",Kebelumdewasaan Dan Perwalian,Balai Harta Peninggalan Dan Dewan Perwalian
Pasal 417,"Setiap Balai Harta Peninggalan dan dewan perwalian boleh mewakilkan atau menguasakan dirinya kepada salah seorang anggota atau pegawainya, atau kepada seorang agennya dalam hal bila mereka selaku majelis harus menunaikan tugas di luar gedung rapat mereka.",Kebelumdewasaan Dan Perwalian,Balai Harta Peninggalan Dan Dewan Perwalian
Pasal 418,"Balai Harta Peninggalan dan dewan perwalian tidak bisa dikesampingkan dari segala campur tangan, yang diperintahkan kepada mereka menurut ketentuan undang-undang. Segala perbuatan dan perjanjian yang bertentangan dengan ketentuan di atas adalah batal dan tidak berharga.",Kebelumdewasaan Dan Perwalian,Balai Harta Peninggalan Dan Dewan Perwalian
Pasal 418a,"Kepala Daerah dan Pegawai Catatan Sipil wajib sedapat mungkin memberikan keterangan- keterangan dengan cuma-cuma kepada Balai Harta Peninggalan dan dewan perwalian, dan dengan cuma-cuma pula memberikan semua salinan dan petikan dari daftar-daftar yang diminta oleh majelis tersebut untuk kepentingan tugas yang harus mereka lakukan salinan dan petikan yang diberikan itu bebas dari meterai.",,Balai Harta Peninggalan Dan Dewan Perwalian
Pasal 419,"Dengan pendewasaan, seorang anak yang di bawah umur boleh dinyatakan dewasa, atau kepadanya boleh diberikan hak-hak tertentu orang dewasa.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 420,"Pendewasaan yang menjadikan orang yang masih di bawah umur menjadi dewasa, diperoleh dengan venia aetatis atau surat-surat pernyataan dewasa yang diberikan oleh pemerintah setelah mempertimbangkan nasihat Mahkamah Agung.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 421,"Permohonan akan surat pernyataan dewasa boleh diajukan kepada pemerintah oleh anak yang di bawah umur, bila ia telah mencapai umur dua puluh tahun penuh. Pada surat permohonan itu harus dilampirkan akta kelahiran, atau bila itu tidak dapat diberikan, tanda bukti lain yang sah tentang umur yang diisyaratkan itu.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 422,"Mahkamah Agung tidak memberi nasihat sebelum mendengar atau memanggil secukupnya kedua orang tua anak yang di bawah umur itu atau orang tuanya yang masih hidup, dan bila",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 423,"Alinea keempat Pasal 206 berlaku terhadap pemeriksaan termaksud dalam pasal yang lampau mengenai para orang tua, wali dan wali pengawas yang bertempat tinggal atau berdiam di luar kabupaten tempat Mahkamah Agung berkedudukan, Pegawai yang ditugaskan melakukan pemeriksaan itu, harus memberikan penjelasan apa saja yang dianggapnya perlu pada waktu mengirimkan berita acaranya. Berita acara itu dengan penjelasannya harus dilampirkan pada nasihat yang harus disampaikan oleh Mahkamah Agung kepada pemerintah.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 424,"Anak yang telah dinyatakan dewasa, dalam segala hal sama dengan orang dewasa. Akan tetapi mengenai pelaksanaan perkawinan, dia tetap wajib dari para orang tuanya atau dari kakek neneknya. atau dari Pengadilan Negeri menurut ketentuan-ketentuan Pasal 35 dan 37, sampai ia mencapai umur dua puluh satu tahun penuh, sedangkan terhadap anak-anak luar kawin yang telah diakui, Pasal 39 alinea pertama tetap berlaku sampai mereka mencapai umur dua puluh satu tahun penuh.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 425,"Untuk kepentingan anak yang masih di bawah umur itu, pemerintah bebas untuk menambahkan pada surat pernyataan dewasa, dia tidak diperbolehkan, sampai dia mencapai umur dua puluh satu tahun penuh, untuk memindahtangankan atau membebani harta tak bergeraknya selain dengan persetujuan Pengadilan Negeri di tempat tinggalnya yang diberikan setelah mendengar atau memanggil secukupnya kedua orang tuanya, atau salah Seorang yang masih hidup dari mereka, atau bila keduanya sudah tidak ada, keluarga-keluarga sedarah atau semenda.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 426,"Pendewasaan, yang memberikan hak-hak tertentu sebagai orang dewasa kepada anak yang di bawah umur, boleh diberikan oleh Pengadilan Negeri kepada anak yang di bawah umur atas permohonannya, bila ia telah mencapai umur delapan belas tahun penuh. Hal itu tidak diberikan bila bertentangan dengan kemauan salah seorang orang tuanya yang melakukan kekuasaan orang tua atau perwalian.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 427,"Pengadilan Negeri tidak mengambil keputusan sebelum mendengar atau memanggil dengan sah kedua orang tuanya. bila anak yang di bawah umur itu ada dalam kekuasaan orang tuanya, atau bila ia ada dalam perwalian, mendengar atau memanggil dengan sah walinya, wali pengawasnya, keluarga sedarah atau semenda, serta kedua orang tuanya atau orang tua yang masih hidup bila yang melakukan perwalian atas orang yang di bawah umur itu bukan orang tuanya.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 428,"Pada waktu memberikan pendewasaan, Pengadilan Negeri harus menentukan dengan tegas, hak-hak kedewasaan manakah yang diberikan kepada anak yang di bawah umur itu.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 429,"Anak yang di bawah umur yang telah mendapat pendewasaan demikian itu, dianggap sebagai orang dewasa hanya dalam hal perbuatan-perbuatan dan tindakan-tindakan yang dengan tegas diperintahkan kepadanya, dan Ia tidak boleh mengingkari keabsahannya atas dasar kebelumdewasaan. Untuk hal-hal lainnya dia tetap dalam kedudukan belum dewasa.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 430,"Wewenang dan hak-hak yang diberikan kepada anak yang belum dewasa menurut Pasal 426,427 dan 428, tidak boleh lebih daripada wewenang dan hak untuk menerima seluruh atau sebagian pendapatannya. mengeluarkan dan menggunakan pendapatannya itu, mengadakan persewaan, menggarap tanah-tanahnya, dan melakukan usaha-usaha yang perlu untuk itu, melakukan suatu pekerjaan tangan, mendirikan suatu pabrik atau ikut berusaha dalam itu, dan akhirnya menjalankan mata pencaharian dan perdagangan.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 431,"Pendewasaan tersebut dalam lima pasal yang lampau, oleh Pengadilan Negeri boleh ditarik kembali, bila anak yang di bawah umur itu menyalahgunakannya atau bila ada cukup kekhawatiran, bahwa dia akan menyalahgunakannya Penarikan kembali dilakukan atas permohonan bapaknya. bila kedua orang tuanya masih hidup, atau atas permohonan ibunya, bila kekuasaan orang tua dilakukan olehnya, atau atas permohonan wali atau wali pengawas, bila orang yang di bawah umur itu berada dalam perwalian.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 432,"Semua pendewasaan tersebut dalam bab ini, demikian pula pencabutannya menurut pasal- pasal yang Iampau, harus diumumkan dengan cara membuat maklumat dan memasangnya dalam berita negara.",Pendewasaan,Tidak terdapat Dalam Bagian
Pasal 433,"Setiap orang dewasa, yang selalu berada dalam keadaan dungu, gila atau mata gelap, harus ditempatkan di bawah pengampuan, sekalipun ia kadang-kadang cakap menggunakan pikirannya. Seorang dewasa boleh juga ditempatkan di bawah pengampuan karena keborosan.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 434,"Setiap keluarga sedarah berhak minta pengampuan keluarga sedarahnya berdasarkan keadaan dungu, gila atau mata gelap. Disebabkan karena pemborosan, pengampuan hanya dapat diminta oleh para keluarga sedarah dalam garis lurus, dan oleh mereka dalam garis samping sampai derajat keempat. Barang siapa karena lemah akal pikirannya, merasa tidak cakap mengurus kepentingan sendiri dengan baik, dapat minta pengampuan bagi dirinya sendiri.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 435,"Bila seseorang yang dalam keadaan mata gelap tidak dimintakan pengampuan oleh orang- orang tersebut dalam pasal yang lalu, maka jawatan Kejaksaan wajib memintanya.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 436,Semua permintaan untuk pengampuan harus diajukan kepada Pengadilan Negeri yang dalam daerah hukumnya tempat berdiam orang yang dimintakan pengampuan.,Pengampuan,Tidak terdapat Dalam Bagian
Pasal 437,"Peristiwa-peristiwa yang menunjukkan keadaan dungu, gila, mata gelap atau keborosan, harus dengan jelas disebutkan dalam surat permintaan. dengan bukti-bukti dan penyebutan saksi- saksinya.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 438,"Bila Pengadilan Negeri berpendapat, bahwa peristiwa-peristiwa itu cukup penting guna mendasarkan suatu pengampuan, maka perlu didengar para keluarga sedarah atau semenda.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 439,"Pangadilan Negeri setelah mendengar atau memanggil dengan sah orang-orang tersebut dalam pasal yang lalu, harus mendengar pula orang yang dimintakan pengampuan, bila orang itu tidak mampu untuk datang, maka pemeriksaan harus dilangsungkan di rumahnya oleh seorang atau beberapa orang Hakim yang diangkat untuk itu, disertai oleh panitera, dan dalam segala hal dihadiri oleh jawatan Kejaksaan.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 440,"Bila Pengadilan Negeri, setelah mendengar atau memanggil dengan sah keluarga sedarah atau semenda, dan setelah mendengar pula orang yang dimintakan pengampuan, berpendapat bahwa telah cukup keterangan yang diperoleh, maka Pengadilan dapat memberi keputusan tentang surat permintaan itu tanpa tata cara lebih lanjut, dalam hal yang sebaliknya, Pengadilan Negeri harus memerintahkan pemeriksaan saksi-saksi agar peristiwa-peristiwa yang dikemukakannya menjadi jelas.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 441,"Setelah mengadakan pemeriksaan tersebut dalam Pasal 439, bila ada alasan, Pengadilan Negeri dapat mengangkat seorang pengurus sementara untuk mengurus pribadi dan barang-barang orang yang dimintakan pengampuannya.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 442,"Putusan atas suatu permintaan akan pengampuan harus diucapkan dalam sidang terbuka, setelah mendengar atau memanggil dengan sah semua pihak dan berdasarkan kesimpulan Jaksa.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 443,"Bila dimohonkan banding, maka Hakim banding sekiranya ada alasan,. dapat mendengar lagi atau menyuruh mendengar lagi orang yang dimintakan pengampuan.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 444,"Semua penetapan dan putusan yang memerintahkan pengampuan, dalam waktu yang ditetapkan dalam penetapan atau keputusan ini, harus diberitahukan oleh pihak yang memintakan pengampuan kepada pihak lawannya dan diumumkan dengan menempatkan dalam Berita Negara  semuanya atas ancaman hukuman membayar segala biaya, kerugian dan bunga sekiranya ada alasan untuk itu.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 445,"Bila pengampuan diminta sehubungan dengan alinea keempat Pasal 434, Pengadilan Negeri mendengar para keluarga sedarah atau semenda dan, sendiri atau dengan wakilnya,, suami atau isterinya yang meminta, sekiranya ini berada di Indonesi  juga harus dilakukan ketentuan- ketentuan dalam Pasal 439 alinea kesatu dan kedua, 440,441 dan 442. Dalam hal demikian jawatan Kejaksaan harus menyelenggarakan pengumuman mengenai keputusan dengan cara yang dicantumkan dalam Pasal 444.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 446,"Pengampuan mulai berjalan, terhitung sejak putusan atau penetapan diucapkan. Semua tindak perdata yang setelah itu dilakukan oleh orang yang ditempatkan di bawah pengampuan, adalah batal demi hukum. Namun demikian, seseorang yang ditempatkan di bawah pengampuan karena keborosan, tetap berhak membuat surat-surat wasiat.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 447,"Semua tindak perdata yang terjadi sebelum perintah pengampuan diucapkan berdasarkan keadaan dungu, gila dan mata gelap, boleh dibatalkan, bila dasar pengampuan ini telah ada pada saat tindakan-tindakan itu dilakukan.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 448,"Setelah seseorang meninggal dunia, maka segala tindak perdata yang telah dilakukannya, kecuali pembuatan surat-surat wasiat berdasarkan keadaan dungu, gila dan mata gelap, tidak dapat disanggah, selain bila pengampuan atas dirinya telah diperintahkan atau dimintakan sebelum ia meninggal dunia, kecuali bila bukti-bukti tentang penyakit itu tersimpul dari perbuatan yang disanggah itu.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 449,"Bila keputusan tentang pengampuan telah mendapatkan kekuatan hukum yang pasti, maka oleh Pengadilan Negeri diangkat seorang pengampu. Pengangkatan itu segera diberitahukan kepada Balai Harta Peninggalan. Pengampuan pengawas diperintahkan kepada Balai Harta Peninggalan. Dalam hal yang demikian, berakhirlah segala campur tangan pengurus sementara, yang wajib mengadakan perhitungan dan pertanggungjawaban atas pengurusannya kepada pengampu, bila Ia sendiri yang diangkat menjadi pengampu, maka perhitungan dan pertanggungjawaban itu harus dilakukan kepada pengampu pengawas.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 451,"Kecuali jika ada alasan-alasan penting menghendaki pengangkatan orang lain menjadi pengampu, suami atau isteri harus diangkat menjadi pengampu bagi isteri atau suaminya, tanpa mewajibkan isteri mendapatkan persetujuan atau kuasa apa pun juga untuk menerima pengangkatan itu.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 452,"Orang yang ditempatkan di bawah pengampuan berkedudukan sama dengan anak yang belum dewasa. Bila seseorang yang karena keborosan ditempatkan di bawah pengampuan hendak melangsungkan perkawinan, maka ketentuan-ketentuan Pasal 38 dan 151 berlaku terhadapnya. Ketentuan undang-undang tentang perwalian atas anak belum dewasa, yang tercantum dalam pasal 331 sampai dengan 344, Pasal-pasal 362, 367, 369 sampai dengan 388, 391 dan berikutnya dalam Bagian 11, 12 dan 13 Bab XV, berlaku juga terhadap pengampuan. ",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 453,"Bila seseorang ditempatkan di bawah pengampuan mempunyai anak-anak belum dewasa serta menjalankan kekuasaan orang tua, sedangkan isteri atau suaminya telah dibebaskan atau diberhentikan dari kekuasaan orang tua, atau berdasarkan Pasal 246 tidak diperintahkan menjalankan kekuasaan orang tua, atau tidak memungkinkan untuk menjalankan kekuasaan orang tua, seperti juga jika orang yang di bawah pengampuan itu menjadi wali atas anak- anaknya yang sah, maka demi hukum pengampu adalah wali atas anak-anak belum dewasa itu sampai pengampuannya dihentikan, atau sampai isteri atau suaminya memperoleh perwalian itu karena penetapan Hakim yang dimaksudkan dalam Pasal 206 dan 230, atau mendapatkan kekuasaan orang tua berdasarkan Pasal 246a, atau dipulihkan dalam kekuasaan orang tua atau perwalian.",Pengampuan,Tidak terdapat Dalam Bagian
Pasal 454,"Penghasilan orang yang ditempat di bawah pengampuan karena keadaan dungu. gila atau mata gelap, harus digunakan khusus untuk memperbaiki nasibnya dan memperlancar penyembuhan.",Pengampuan,Tidak terdapat Dalam Bagian
